-2230171,4150454,1193667
-1460683,46982,778305
-433779,-1039099,3125218
-2414629,4124197,1270715
-1522416,4877885,-630167
4818719,3974410,3547341
-120396,-840777,1595883
4839978,-4213670,-4458083
-1156607,-1424027,-1204327
-401314,-3700301,2983849
-3940456,913297,-4124446
-3193344,-2492068,-3989158
1123190,-2949740,-4867081
1244852,-2613068,-1464521
4252507,-967385,1261580
4359607,1713354,3001447
-4434183,-872748,-4782647
1325493,1304765,3913883
1945015,-4423089,4234399
3661475,-4262767,1981311
-1812101,3883565,-3307932
-1552032,-457826,-3290549
2722195,809822,-3982903
2672191,4726674,-3767646
1707135,4675897,761698
-697565,3819491,1564256
2313500,-3341489,-2561284
2122300,2858236,4966013
2629497,-860512,-1589030
-4426191,4779672,-2473052
3946923,4468266,-1028856
-1545173,1162667,-4542551
49339,-2982166,-3256799
2961053,-2761261,1950650
4703751,1693855,4327575
-403117,-4624184,-180441
2067191,-3275165,7315
-1458646,4864175,2282914
1574274,204959,3393485
2865477,-1919234,-3761963
3268538,-11776,1912382
4767504,-752744,-3614027
-4037454,1616468,1058260
-4649685,-2889309,-1468661
1223816,4026337,3416766
1562866,2281542,-2012946
-1053353,245887,-1655318
-1807373,-4880730,2986914
1272255,-952011,582475
1684166,-2225653,3595694
-4581834,2868770,-2603182
848931,-3068825,-1852605
3385863,-1627974,-2684202
1570399,-775948,3497615
3499371,-1155118,1157497
-4376193,-217959,-4080385
540575,742540,-4313663
-159779,1696169,3906103
-3075945,-1923131,705855
2018957,4985943,-2550705
-2731365,-2032174,295990
488553,2889062,2399440
4723257,413586,-2925516
-610511,1296865,-4042564
-4698932,2247724,-3526579
1068190,3757104,474489
878033,-2124909,-3338996
728343,2547232,4823406
959446,-3870257,-2009306
-2071326,-1764494,-1472637
1477141,2546621,1807181
-3148030,-939566,4611547
-1944933,-4229089,1474275
1283742,3667179,-2898722
1913214,620403,407204
-1391087,4936512,3164985
-1744655,-3534598,4521722
633460,-540684,-4497560
3324724,-4666791,-3341933
4675716,216105,1624283
4888849,3935555,4364156
-3590785,4138533,915895
3809500,-4428352,-3335915
3146188,-783360,4293321
2849310,4873520,3270910
4501592,-641960,-2589154
2211066,305681,2934797
-4411059,-2544845,-1317563
94519,1165262,-2819525
2333751,354872,4579798
-1730182,2998319,-3354167
1698976,4931281,-2968002
-2319258,688679,4606201
-4129660,616711,-499923
3983540,-798567,984824
-2707704,1473408,-4024476
-4248469,579921,2431055
-2781650,-42507,2380665
-2341084,-1925588,2618174
-22188,-3048738,1694220
4707683,3112241,-4504839
4446698,-3737206,4883536
4735994,-2420946,4954599
3289581,-4838706,1913946
-4119091,-2420142,-2562555
-284145,3720985,3324900
4525626,3556183,4161109
-2822913,484003,1930638
-4798329,-3508745,-302545
4535880,-315642,882053
1912702,2295230,2431023
-2954872,4325793,3742979
-3769679,-1669654,4239073
-1608429,-4486229,3372381
-922246,1552480,-3868814
3652592,-3070362,-3284255
3113012,1277274,-2025910
4869458,1942649,3995652
2238751,-3939934,407498
-398272,-3322108,-2682552
485488,-4264640,-4661844
473480,2297132,4389167
-663629,-1308524,-3547082
-180748,3983121,-559577
3669844,-1440479,-308138
-557455,-1630290,-2720188
-2665218,1682711,-4094881
3629131,2964172,-2080089
-351482,-3917829,3861886
-2561790,-164512,4023815
-1624818,1395863,3647809
-1429653,-1114722,-4175303
2158008,-2200333,2135570
-4185492,-2047947,4746079
3882167,-4666832,4301965
-954479,-2306629,1726031
-197907,438062,957317
-661392,4620543,3899362
-3231522,2673596,-1624569
-778985,-102778,-628230
-4570377,2736027,1041823
1962437,676158,-351815
3133231,2676392,2698950
980392,-181849,2872825
-3309071,-4694970,-2893288
-2081294,145644,-4556767
1838763,-1091271,1930536
-2284884,-1987374,231606
2259180,-4484419,1967925
1932513,2123363,299481
-438357,-2767955,3569095
-2039830,2245567,3445174
4445032,-4402168,-1907227
-3604765,2283048,2312387
-461025,-1143251,-3085030
-2455936,2168533,-4377373
-297309,-401439,4610009
2236828,-1870877,2989734
-2057260,3920750,-1868517
1761819,-2722002,-2904175
108383,-4828666,-743084
2908313,2504522,2226231
-1193265,2308846,-3075832
-1544444,187162,-2169203
4913290,211644,-3682643
3221155,4419799,4083479
1604097,2860713,-2346274
3025879,-807511,-1693596
1065174,-642784,-2695182
4971342,-1697052,1060026
1907530,4518677,-356187
2331658,2211212,1710289
459630,-3500992,-463890
-5549,-2876748,4734931
-3855263,2780386,1248884
-4715754,-369410,-1052285
-647705,2935373,3037927
-2702870,538725,4277193
2620477,-2588575,4490472
2645859,-1963892,1798305
-1795192,899414,-3263809
4499035,1844698,-3389158
-862700,-3793037,-1368831
4178568,-3698914,-1643882
-3296992,2083892,729657
1757355,-4628534,-343731
1805685,-2079422,1870384
1749948,-3433196,-1332618
-1421481,-3978062,1620967
4778498,-3075209,1316700
-2270464,2167147,-4786377
1279092,1139633,2944276
3423288,-4063137,104732
-210407,412180,865355
-479983,2588565,-3704410
2723590,-3136243,-947719
3061925,-4522710,-1993751
4306716,1543940,356781
-3472193,-1219680,2916677
472952,709165,2597662
808847,3539070,873142
4442487,-4049740,4355489
3756961,-896242,4608618
-4068854,-1930081,-1401915
1022232,4761794,-4401382
-2949056,-163054,3749418
-3366394,-1425390,582176
-2907101,-2894825,-2057543
-238045,2079918,2644755
-4746856,-2409218,4077152
-1602493,-3534013,-1341357
335249,-372230,4281875
3449727,-1008370,4003104
-4470598,-4405525,2341617
1313888,1478481,1897153
3255627,1471858,-3422508
1031396,3377138,4902397
-547005,4578116,-3850588
3657633,3100681,-447461
-4409106,-452185,4007398
-1845467,-296448,3363737
3069402,251711,-4322812
-1558602,1789893,4782958
-574853,-1374465,2511451
512101,-3026602,176746
4842735,4387152,-3316956
-919120,3132411,-3254764
262657,-1680809,-3052161
1068374,620981,4181781
2484343,3991832,-2930253
-1981913,845665,-3589695
1588720,-3437605,3328869
-2185033,-4108661,1690060
1316922,118092,1180318
1240933,1302127,3245694
3441212,-3532232,-4295202
-1232957,-165465,2800799
-2447568,1963544,1404362
1201685,206221,-1192382
3272948,-3426464,766756
-3445999,1465063,-2983849
-4020383,-3040355,4812755
-2817230,4645069,482642
3670519,2585120,-104875
-2434226,-839398,-1561032
-530879,-501845,4291792
1045994,3127016,-3748441
-2109090,-4811529,-4137662
2462927,3239154,-1123037
901277,-2908255,1695518
4219451,2448868,-961344
-2014796,3551264,-3841670
2690739,120418,-4637004
-164978,-2797773,4303587
-2474244,-926525,1477193
4591871,-1178412,2762779
4484375,-3605242,4503560
-2007997,-2542376,-1450875
1419970,-651568,-1677995
-2385022,4085374,2104449
4485155,-2135055,-982200
-1260020,4555712,-3166676
-4264875,-556661,-790315
1029144,4365528,1923318
-210213,711422,-1652453
-4171157,2486695,-234312
-3139972,-4966308,4296543
1938158,3258579,336676
970898,-4474263,2814022
1662843,-3894675,-4831301
334243,755164,-2494016
-2201837,851471,-1495508
2712379,-2705632,1701304
4052893,1296797,-2152081
-896198,1883907,1997219
-1049034,4939645,-2240592
-4957986,-2994196,851967
81604,-657401,-82311
3299842,1091009,811381
3741209,3728623,-2332829
-2224559,2854879,-3795077
4983602,2372434,1837562
1534587,3481932,-4977071
-142919,2945691,-2645052
-3403258,1579443,1182008
-2792169,1419043,-4315098
2431378,1952224,1324206
327960,-3011507,-4949548
-4910774,-2580905,-2304281
4075353,1926024,-4710587
2927861,4497407,1007662
1682254,-2985004,4552773
-2799721,-2385466,-1949265
-2800362,-719063,-3311998
-124961,-2797343,4875059
-561694,-360439,-934532
-4327373,4037692,-872774
-955333,-2931316,784390
3440798,341032,386103
-2545074,-4679648,158707
1615462,1662423,3470873
-940856,-3295662,-2596020
3528273,2183101,340057
-4005886,-3302660,1261778
4969343,3374591,4996006
-4750724,-4726483,-1539425
-4129018,1267954,1675625
-1686019,4333587,4966611
-2158341,-2439839,3448071
-1320545,-327998,1772151
2584231,518821,-4356676
-1436778,3303451,-1488607
-27166,3314731,1660487
13306,3503500,2710736
-45180,2942464,-1740281
958577,-2605434,99704
3957922,2525962,-2386553
4333164,-991527,-1896685
3596108,589599,-665046
-2904691,-4492473,2915724
-3176685,-3135559,657866
1517470,-4134984,1681526
1297235,736532,-926749
-505907,-181385,4795239
1990366,3522965,-3327448
1188819,-4300668,4046234
4781659,-3075333,2831717
2294591,4694368,-3426706
-1879333,-4688115,-711532
4241453,609679,2059527
-1615966,1209933,3629235
3437195,1532028,-4695989
-1189196,4574277,-2109378
3610479,2613089,-471213
2576350,2075266,2130813
-1774188,-2910726,-2121232
3231968,-4577896,3125214
3509914,-4431210,2351815
-4391077,2297029,3370640
3115200,459642,-3403650
2768708,-4764731,197502
4823472,3263736,-3204462
1084510,3693539,4557839
433499,3746232,-3726883
-794746,-4246666,-2725498
-4965448,4480901,-1265359
-3646188,-858433,4287091
2923363,227807,-2422650
-517875,-4864000,4685338
3823855,1889708,-1512037
-1871229,-730579,2393630
-3782026,605025,-2796646
2766571,-3060034,468116
-2888114,-4205602,-83815
2945279,-388872,-1626764
2416937,4805009,4899396
-3668460,728889,-4696433
84093,-3369845,-2308916
794716,2365836,-3009688
4370417,-3069270,-1310556
1530491,-4119446,-1611710
-2530954,-2108438,-966389
1275006,2016715,2378124
2929689,-561312,-4974524
1754099,1921015,2360582
1764645,2336748,3632890
1861373,4759951,180348
-314404,3625131,2758122
3741915,-2390167,-246273
3810554,3531527,3062480
-1164337,-835943,48914
-1068051,4942731,4613388
38331,-3480728,1239489
-3244119,3004948,4527660
-2858457,1994840,2873653
-339434,-2545937,4321431
4133024,354858,-4417759
-2095033,4507022,219505
-2995604,-3685119,2273235
-1151006,-743343,2655445
-3292142,-1493730,4959277
404053,-361816,-1498437
3738176,-370086,-1232154
-534152,2765908,1328129
2187703,4732013,4814834
-134118,-3730062,-1777143
4504473,1641811,3418193
-346836,-3409122,1782005
-3254710,-3430556,370322
3938559,-464897,1054661
1654892,3436828,-121863
-4263343,3122312,2287164
-4504549,-3809673,1409041
-4028033,3823071,636525
-2693099,3818579,-4499067
4143564,-2079940,173264
-4428382,-2320680,4600505
-1455646,-2840025,911998
-362440,-1907911,1054237
-2415637,1676029,-2637131
814968,4263494,-3728355
4993016,-4874348,2748877
-3664277,-2049447,-2527797
3669765,2365276,-76511
2300353,1395535,2405525
512344,-372630,-112922
2148238,-2013561,-3773459
2741102,2682088,-2246009
-4980647,-4143038,-4446224
-1461801,329676,40056
2376711,1814839,1218991
1518282,-1677527,1391803
-2931934,2792911,-3906000
1173698,2507222,-1040900
4193917,3966333,-2109106
-4207674,-3187790,3622909
696893,1848257,-4407409
-173092,-758347,-2549426
4487261,3362324,4947956
-3256922,-2795300,4885390
2620082,-4990807,1542714
1722251,2186085,-1149913
3281828,4205965,3153701
2288130,2909160,2384693
-2814714,2184348,-3465688
4291281,768423,-1745152
2495803,2359564,4009122
-3729326,-3826037,4886036
-2878251,-1712220,3846836
2112406,1435497,2251880
4196565,-2332981,3065671
3016763,-4122635,3904331
-1760618,-4073147,-2897327
3087199,-2146465,-1168133
-255241,887315,3670277
-2796047,52425,-2516474
1267064,-3417076,-906727
441383,4530638,2977570
-76199,-1479016,-4076613
559605,-1160006,-1600960
1057946,2859276,-890604
1194938,-167720,-1746187
-4383465,-273220,1883506
4543120,-4323643,598222
-2261902,4528425,-2128094
869005,3090654,-3267884
2226232,4331688,2590369
3459871,2446262,3914135
3286067,2137476,3343936
525803,-1998856,3918554
-2051403,-3339673,4918463
4797000,1231839,3618048
3213558,-3499070,3782968
3721253,-640059,-4888828
797539,1549040,-3679178
-793421,-1297947,1444571
-1800121,958767,2413350
-587337,-3370526,794352
-3464444,-3893459,1782197
-13218,964662,-3948424
1891499,3106763,-4677188
-2592570,744784,747003
-3335610,-3530205,1891473
4155363,-3319785,4043534
1718371,-4920070,4186288
1571813,46473,-3969438
1418086,-403209,-512434
848834,-1515024,4742844
3206850,-4966034,2130253
-2507829,4452493,-2479848
-1560597,-2437082,3877891
243432,4753910,2541578
1735935,2831361,-3684569
-939715,-3766698,-1560704
4935953,-364228,2960756
2938258,-2899690,1722781
213783,2241178,-752575
-1417057,-3854914,-94598
2542053,-3747305,-215033
2448793,2757860,1739545
2586452,-2755227,-2675189
592994,400701,2061924
1562607,3055958,-2176992
-1558198,-2695768,1268884
-4907317,519182,2186585
4991929,3088535,-4628678
1889561,4478477,569454
2678938,692908,-3738864
-944470,-3840682,3922518
-2862038,-718737,-2324612
-3078780,4547517,-2988953
1572914,-1362785,2906345
798218,3481628,810463
2035733,2849748,-4404177
4954377,2920016,-395199
4460223,-4788526,2793356
3113365,-3157262,384561
648537,1987384,-4409108
-4778022,2981549,-3594559
-1078670,-1849241,-2454800
1122464,1201412,3624072
146254,-1314782,1221813
1338155,-2326040,-1172152
-263061,-924287,3297817
245962,3689310,2850005
-3567546,-1772766,2844018
1780927,-1062829,-4610415
3349083,-971476,-850014
-1100621,-2178391,-2597332
-534731,-4433513,3417499
-2777590,2861401,3812322
4287329,-3631311,2199588
1542552,1317579,-2478450
2262482,-2233603,-3590702
-3379740,-2744099,-1167700
879301,-1041173,-3234391
-2792061,2221541,-311673
-3163100,-3134874,-2638679
1678004,-4470885,296359
2646220,-2311404,3664119
-342575,-1169469,2096148
-4358486,-3764606,-4135486
3627074,-4568419,-3402563
-1486545,4856468,-381816
1573715,3721910,-4559630
-1898018,2316461,-1334269
2321684,-753034,3639901
3255159,-3499670,-584666
4583522,-2704849,3391564
2570826,1133071,-4528143
4225807,2242139,-2992710
4395690,-2119839,-4974142
-2140774,-3813237,1003820
2132189,-4041346,-292488
3921542,-521693,-3413221
-3483255,1774267,-3436685
-3733580,3278195,2928034
-4930644,1611418,1063284
-2454627,-2749514,-1318217
-1923337,-525127,3591457
-2966503,-557670,4902249
-4981680,-1947824,-688540
-2503488,3736797,2465090
2146707,4488922,-2960641
1588035,1409760,1976000
-4147134,2354175,-1748685
-3843480,3082422,1803545
-739764,4373943,-719833
-2089468,4222110,1615709
-2259285,-1086330,-3054587
4732724,3007808,11719
2379949,1898801,2623244
125499,-4401588,1921009
-35904,-1771224,-1152887
-688580,-3095828,4745025
2033342,-4712966,-3410718
-4368801,-4852490,-1054394
4844042,-2527248,-4379810
-4748395,1004310,3677046
4139742,-1849692,2840064
676213,-1600386,-3662998
3040434,-4993939,3574810
-1173188,-92849,-4107031
-770163,-1460252,-191527
4086006,1444439,3695020
-2947430,-3621619,1069677
3466897,-4691035,4725323
-877003,-4985413,-4944151
93929,-1498894,-3077572
3807078,-1617669,-2773269
4494613,-269834,-1301338
-4486234,2641942,-2496449
4684633,1985129,-2507115
3531111,-2779102,-1116775
2420056,4530648,-4448892
-375762,4320507,-3302731
1935080,3720400,-3171768
1929422,-2681712,-396536
3744316,-1359799,-4574075
71283,-4102230,3220159
4997538,3770932,1711248
-3254733,-4033443,3347721
-4063612,-269920,-1397256
-3415743,2882175,-463870
1695969,2547924,3023728
-3356215,2236553,-3836053
2681998,-117115,569650
-4520848,-2336209,-2136911
-1554640,1942715,-850150
-4245083,4359099,-1518360
-4909217,1890806,-4284912
3418062,-2364118,3816085
-2505079,-3271088,4338020
720502,-1708861,1789736
1409500,2036556,1313311
-3025966,-2960650,3329087
-2573374,1511290,-4066447
14980,-2144115,-3926833
4937552,719185,-961694
-2622173,-4956161,4615691
3448372,-1033201,-2344595
2598909,-2036426,-1337583
-4037542,3545824,4057872
3207554,3362239,-3354670
-3968927,-2481949,-4071492
-3721808,3931537,-4381943
-2111924,4902814,-1812989
2950882,-3791370,1005234
-3581489,-953574,2114724
3040224,791666,-4523097
2901073,357231,-4509469
-4042641,-4662295,-4793976
2725937,-2512727,4365213
238528,472855,1386483
2629694,-4101776,-1368339
4279749,3466904,4907236
-3289129,2276808,4611858
-2334249,2215132,281968
-4705354,3070637,-443582
-4721178,-3169928,-1143819
2089300,165323,1131009
-1483407,4625658,-2313976
-4380105,-2677252,-1504571
-4071780,-805440,193623
-902389,-2343082,-2788875
-3992812,3251916,1336076
4954359,-4777713,-762245
-2664361,-591735,3699659
892518,3158034,-2893687
-181824,-2163645,-2761435
-1863967,1055958,1545853
-4852994,1677355,531824
-66754,2467816,-849889
1822108,-927214,449151
-2010193,-688145,-853126
-3179267,-800291,553156
3949827,1185115,-2469985
-2731421,4697272,-1574647
-440405,3042679,-3798019
3811173,2544812,4446957
3743967,4958869,2831409
-1302062,-1288291,2128182
3929858,-4838707,-77774
3171333,-1010237,2867307
2761515,4769738,-1356416
-3707356,2621987,895577
1997432,3295231,1946989
4068947,-2968051,-2770724
-513147,-510189,-3377969
-786055,3458524,-793140
1965999,765130,-171309
-539061,3650651,2270317
-4132765,-2209220,4385993
3969403,2139661,1247850
2846475,-374457,-4781757
1425183,-1531023,-70433
1232246,-2446994,1133126
3180088,1430136,421811
1223300,2990119,-2576438
2810434,-3916436,2503001
859555,4693157,-881595
1964463,4650200,2658453
-2786713,3709380,3116667
-4965933,2863379,-1838392
-4533587,-2278282,-2884038
2621377,-788910,-1156027
-490502,1888461,-2415859
-749067,-4995115,-1372825
-366419,1635636,4883742
3969378,-1957885,-4942611
-3133803,1839384,-925635
2781725,-4550506,4560450
3648680,1853594,-9077
508480,-599393,3672508
-4996372,-4021945,2744932
-1300095,-2295448,2597051
3128550,2689934,3532203
3988253,4588531,-3229823
2653003,4923519,4536818
4589877,-1024109,-1963196
-2660403,-1401798,-1318588
-3273857,-4882002,-2918231
-1754367,-1666885,2115340
-95124,2275624,1650253
-4314516,-3010160,-27491
-751888,946115,4233125
4498205,-66780,-1655948
2883107,-3523617,-1591023
-1167245,-4052203,-4500564
-3454267,3911726,62361
4894679,3292314,2977350
1302062,-172637,-1439757
-1409307,-1163968,-3917534
3304387,4943154,-455580
-4369413,-1669403,-3597870
-3173479,-3243350,-1830810
-3820246,2993839,-4900655
825849,-981640,-4062260
-3836299,1204418,3128128
-52956,-4008646,-3216028
2779026,3040097,2701550
4978918,-1393432,-1610785
-2175472,-1405511,3901084
-550650,-4676937,-489701
